Employee_ID,JOB_ROLE,DAILY_STRESS,WORK_TRAVELS,TEAM_SIZE,DAYS_ABSENT,WEEKLY_EXTRA_HOURS,ACHIEVED_BIG_PROJECTS,EXTRA_HOLIDAYS,BMI_RANGE,TODO_COMPLETED,DAILY_STEPS_IN_THOUSAND,SLEEP_HOURS,LOST_VACATION,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_HOBBY,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
12103,Mortgage Consultant,4,5,4,2,10,4,0,1,7,10,7,4,2,4,2,21 to 35,Male,671.7
6899,Business Analyst,3,5,5,5,10,2,1,1,4,10,5,6,1,0,2,36 to 50,Male,642.4
6609,Loan Processor,1,8,5,10,10,7,2,1,9,6,8,0,2,10,9,36 to 50,Female,749.3
4003,Risk Analyst,1,8,5,10,10,7,2,1,9,6,8,0,2,10,8,36 to 50,Female,747.6
9301,Human Resources,3,1,10,10,6,1,1,1,7,5,5,2,2,5,1,51 or more,Female,682.2
13886,Risk Analyst,5,2,3,3,2,2,1,1,9,7,8,8,2,5,6,51 or more,Female,644.1
11825,Customer Service,3,6,7,8,8,2,5,2,6,10,7,0,2,10,3,51 or more,Male,698.9
5879,Investment Banker,3,5,3,7,10,3,3,1,10,3,7,0,1,3,8,36 to 50,Female,668.6
15456,Credit Analyst,5,10,3,5,10,0,2,1,3,7,7,3,1,10,1,21 to 35,Female,655.8
5259,Finance Analyst,5,5,5,10,10,5,5,2,10,6,7,0,2,10,2,21 to 35,Female,693
1859,Credit Analyst,3,1,4,8,3,3,5,2,4,7,5,0,2,5,2,51 or more,Female,645.2
5696,Customer Service,3,10,6,2,4,1,2,1,7,5,7,1,2,4,1,21 to 35,Female,648.6
1566,Investment Banker,3,2,10,6,10,5,2,1,5,5,8,4,2,4,7,21 to 35,Female,699.8
3462,Credit Analyst,0,2,10,10,5,5,1,1,8,8,8,3,2,3,0,36 to 50,Female,690.2
11717,Finance Analyst,0,3,0,10,10,10,5,1,9,10,8,0,2,1,10,Less than 20,Male,743.3
446,Bank Teller,3,6,7,8,8,2,5,2,6,10,7,0,2,10,3,51 or more,Male,698.9
11592,Risk Analyst,2,7,6,6,6,5,1,1,7,5,6,3,1,8,2,21 to 35,Female,668.8
11714,Business Analyst,2,10,10,6,7,4,2,2,7,10,6,0,2,10,5,21 to 35,Female,705.5
2626,Mortgage Consultant,3,10,10,9,10,5,2,2,4,10,6,0,2,6,5,21 to 35,Female,702.1
1027,Loan Processor,5,2,3,2,10,2,2,1,5,10,6,8,1,1,4,21 to 35,Female,618.8
675,Loan Processor,3,4,6,10,6,8,1,1,5,7,5,10,1,10,3,21 to 35,Male,657.1
13300,Business Analyst,3,4,6,10,6,8,1,1,5,7,5,10,1,10,3,21 to 35,Male,657.1
1807,Business Analyst,3,5,6,10,8,10,1,1,6,7,5,10,1,10,3,21 to 35,Female,665.6
3873,Credit Analyst,5,2,10,10,10,2,5,1,3,10,7,5,2,3,4,21 to 35,Female,681.9
9935,Bank Teller,2,5,5,6,3,5,4,1,8,7,7,8,2,5,5,21 to 35,Male,686.4
6796,Investment Banker,2,6,8,7,8,6,3,1,8,4,7,5,2,10,4,21 to 35,Female,706.2
8447,Business Analyst,2,7,8,7,7,8,3,1,8,4,7,4,2,10,4,21 to 35,Female,713
11467,Bank Teller,1,10,10,10,10,0,2,2,9,6,8,0,1,10,6,21 to 35,Female,706.8
1552,Bank Teller,1,5,10,8,7,2,1,1,7,10,8,0,2,9,2,21 to 35,Female,704.2
735,Credit Analyst,3,1,2,4,3,2,0,1,4,8,6,6,2,2,0,Less than 20,Female,608.2
14630,Loan Processor,3,0,2,2,1,1,0,1,5,8,6,6,2,2,0,Less than 20,Female,599.7
12534,Mortgage Consultant,2,1,10,10,10,2,1,2,6,7,7,10,1,4,3,21 to 35,Female,637.1
10115,Bank Teller,5,8,4,5,4,8,5,1,9,8,6,7,1,10,8,21 to 35,Female,683
9072,Loan Processor,5,7,4,5,4,7,5,1,8,8,6,7,1,10,7,21 to 35,Female,674.5
1741,Business Analyst,3,10,3,6,3,1,5,2,3,3,5,0,1,4,0,21 to 35,Male,601.9
850,Human Resources,3,10,3,6,3,1,5,2,3,3,5,0,1,4,0,21 to 35,Male,601.9
12470,Mortgage Consultant,3,10,3,1,3,1,5,2,3,3,5,0,1,4,0,21 to 35,Male,595.1
3683,Investment Banker,5,2,3,4,3,4,2,2,7,10,6,10,1,9,2,21 to 35,Female,613.7
13001,Customer Service,3,0,5,2,4,3,3,1,5,3,6,0,1,1,5,21 to 35,Male,620.8
13810,Customer Service,3,5,10,10,10,3,5,1,7,6,6,0,2,10,5,51 or more,Female,714.9
13069,Finance Analyst,1,7,7,3,10,2,2,1,7,4,7,0,2,3,2,Less than 20,Female,692.6
10493,Bank Teller,5,3,6,2,3,0,1,1,5,1,6,0,1,5,0,21 to 35,Female,589.8
2029,Finance Analyst,3,1,3,3,2,1,0,2,2,1,6,4,1,4,0,51 or more,Male,557.5
13964,Mortgage Consultant,3,6,8,10,6,7,5,2,8,6,6,7,2,10,8,21 to 35,Male,692.8
12771,Business Analyst,2,2,4,6,9,9,1,2,7,1,8,0,1,3,1,36 to 50,Female,659.9
14248,Bank Teller,2,4,7,10,5,2,5,1,8,7,7,8,2,3,2,51 or more,Female,686.4
5130,Loan Processor,1,6,4,8,3,2,3,2,10,10,7,0,2,6,1,51 or more,Female,697.2
838,Finance Analyst,2,2,5,1,10,3,2,1,5,1,6,8,2,3,3,21 to 35,Female,632.3
360,Finance Analyst,4,10,4,8,10,2,5,2,7,10,7,0,2,3,3,36 to 50,Female,675.1
10301,Risk Analyst,0,7,9,10,8,2,5,1,8,8,7,0,2,5,3,51 or more,Female,732.5
2867,Risk Analyst,2,4,7,8,5,6,4,1,10,2,7,2,2,2,2,51 or more,Female,697.3
6496,Risk Analyst,2,8,8,7,6,7,5,2,10,10,8,0,2,10,7,51 or more,Female,736.5
2754,Risk Analyst,0,10,10,10,10,10,5,2,10,10,8,0,2,10,10,51 or more,Female,799.4
8356,Risk Analyst,4,1,2,4,10,1,4,2,2,8,5,7,2,4,1,36 to 50,Female,619.9
4390,Risk Analyst,1,6,10,5,10,3,2,1,6,6,7,0,2,8,1,36 to 50,Male,706.6
687,Bank Teller,4,10,4,8,4,2,5,2,3,5,6,0,2,3,0,51 or more,Female,651.8
14139,Human Resources,0,10,5,10,10,2,5,1,7,8,9,0,2,7,6,21 to 35,Female,738
11619,Business Analyst,1,3,7,5,5,7,1,2,6,5,8,0,2,3,6,21 to 35,Male,696.4
334,Human Resources,5,1,5,8,10,8,1,2,2,7,4,10,2,10,6,36 to 50,Female,631.4
1165,Customer Service,2,8,5,7,10,10,4,1,5,6,6,8,2,6,5,21 to 35,Female,711.5
7399,Credit Analyst,2,3,9,10,8,6,1,1,7,5,8,0,2,8,1,51 or more,Female,704.9
8491,Customer Service,3,7,5,10,10,10,5,2,10,8,7,0,2,10,5,36 to 50,Female,737.6
4731,Finance Analyst,4,10,7,4,6,3,4,1,4,2,7,2,2,9,0,21 to 35,Female,668.4
12549,Finance Analyst,3,5,10,4,10,1,0,1,8,10,7,0,2,3,3,21 to 35,Female,681.9
5907,Bank Teller,3,1,7,10,4,2,5,1,7,2,7,5,2,2,2,21 to 35,Male,668.4
4967,Bank Teller,2,5,3,0,5,1,0,1,7,4,10,0,2,1,2,Less than 20,Female,659.2
9167,Finance Analyst,3,6,3,2,7,5,3,1,7,3,7,1,2,10,1,51 or more,Male,666.9
14997,Human Resources,5,0,1,2,1,0,0,2,4,3,3,10,1,5,0,36 to 50,Female,538.6
686,Credit Analyst,1,5,2,3,3,4,0,1,5,8,7,0,1,6,3,21 to 35,Male,654.3
11884,Human Resources,3,3,10,5,7,4,3,2,7,10,8,3,2,7,1,36 to 50,Female,666.8
541,Credit Analyst,5,3,7,10,10,5,5,2,5,5,7,3,2,10,1,36 to 50,Female,672.4
11975,Business Analyst,3,2,3,0,4,1,0,1,5,5,10,0,2,2,3,Less than 20,Female,644.1
4148,Customer Service,5,5,4,4,2,3,2,2,8,6,7,0,1,8,0,51 or more,Female,623.3
11294,Finance Analyst,3,4,10,10,6,1,5,2,5,1,6,6,2,2,2,36 to 50,Male,642.5
12246,Mortgage Consultant,4,1,9,3,10,1,1,2,8,9,6,0,1,5,2,21 to 35,Female,645.8
11978,Loan Processor,5,3,10,10,10,10,5,2,6,8,7,0,1,10,3,36 to 50,Female,695.1
2744,Investment Banker,1,5,6,10,2,5,5,1,5,4,8,0,2,10,3,51 or more,Male,704.7
12205,Customer Service,1,2,6,5,4,5,4,1,7,7,6,0,2,10,6,51 or more,Female,718.5
5691,Customer Service,1,4,10,10,5,4,5,2,7,6,8,0,1,10,6,36 to 50,Male,694.9
11980,Business Analyst,5,6,8,10,8,3,5,2,1,3,9,0,2,10,4,51 or more,Female,680.9
6500,Risk Analyst,0,10,2,3,9,6,4,1,2,10,6,0,2,5,1,21 to 35,Male,707.2
2096,Loan Processor,3,3,2,2,4,2,0,1,5,3,8,0,1,2,2,Less than 20,Male,617.8
10345,Mortgage Consultant,1,4,0,3,2,4,3,1,0,4,8,7,1,1,0,Less than 20,Male,592.5
4076,Finance Analyst,4,3,4,1,4,0,2,1,3,5,7,3,2,2,0,21 to 35,Male,606.1
6821,Credit Analyst,4,2,0,0,2,0,0,1,6,4,7,0,1,0,1,21 to 35,Male,594
1310,Finance Analyst,5,10,6,6,5,3,5,1,8,5,7,0,2,3,0,36 to 50,Female,652
14960,Risk Analyst,5,0,3,4,7,5,0,2,3,7,5,5,1,10,4,21 to 35,Male,590.8
2474,Investment Banker,1,1,4,2,2,1,3,1,9,8,6,0,2,0,1,51 or more,Female,649
1234,Customer Service,1,6,6,3,8,4,0,2,6,5,5,0,2,10,8,36 to 50,Male,660.1
5987,Human Resources,1,1,3,0,1,1,0,1,1,1,9,10,1,7,0,21 to 35,Female,585.3
9540,Investment Banker,1,10,1,2,6,2,4,1,8,6,8,0,2,5,2,21 to 35,Male,681.3
7452,Human Resources,3,1,10,6,10,7,5,2,3,8,4,0,1,7,2,51 or more,Male,657.1
14385,Mortgage Consultant,5,0,5,1,5,0,1,1,0,7,9,0,1,1,0,36 to 50,Male,596.7
12191,Credit Analyst,4,10,5,4,10,2,5,1,7,10,7,0,2,10,0,36 to 50,Female,693.8
10773,Business Analyst,2,1,2,2,4,0,0,1,3,8,7,0,2,10,0,36 to 50,Male,635.6
7048,Risk Analyst,4,10,6,10,10,1,0,1,5,5,9,0,2,5,1,21 to 35,Male,667.7
10648,Investment Banker,4,5,5,5,7,2,1,2,4,2,6,0,1,6,1,21 to 35,Female,608.7
14228,Loan Processor,3,3,1,1,3,3,1,1,8,10,6,0,1,3,4,36 to 50,Male,642.6
13663,Risk Analyst,4,3,8,10,10,3,5,2,7,10,8,0,2,7,5,51 or more,Female,717.8
9873,Bank Teller,2,9,4,5,4,2,3,1,10,9,8,0,2,4,5,51 or more,Female,721
9086,Customer Service,5,4,2,7,1,0,5,1,5,8,5,0,2,1,1,51 or more,Female,645.4
6319,Risk Analyst,5,0,3,2,6,2,4,1,4,7,7,10,2,1,1,Less than 20,Female,609.9
12395,Bank Teller,1,3,5,9,6,7,0,1,5,2,7,4,1,10,10,21 to 35,Female,666.7
13398,Human Resources,1,6,8,10,10,5,5,1,7,9,7,0,2,5,5,51 or more,Female,758.2
9969,Risk Analyst,2,2,10,9,10,4,4,1,7,5,7,8,2,7,2,36 to 50,Female,697.9
14089,Finance Analyst,1,2,4,1,3,1,0,2,7,6,8,5,2,3,8,51 or more,Male,640.5
9399,Risk Analyst,4,5,10,6,8,7,3,2,5,8,7,5,2,10,0,36 to 50,Male,683.2
8184,Bank Teller,1,10,10,5,4,6,3,1,8,7,7,0,2,7,5,21 to 35,Male,713.6
6493,Risk Analyst,1,2,3,4,5,4,0,1,2,10,8,0,2,5,0,51 or more,Male,677
7840,Finance Analyst,5,1,6,10,10,8,5,2,6,5,9,5,2,10,5,36 to 50,Female,694.9
2354,Credit Analyst,5,3,2,5,5,0,0,2,2,8,6,3,2,10,1,36 to 50,Male,606.5
287,Customer Service,2,8,4,10,10,5,4,2,6,6,6,1,2,10,9,51 or more,Female,726.8
15672,Credit Analyst,5,3,2,5,5,0,0,2,2,8,6,3,2,10,1,36 to 50,Male,606.5
9886,Bank Teller,4,2,5,2,3,1,0,1,4,10,8,2,1,3,1,36 to 50,Male,607.3
10489,Loan Processor,4,3,5,5,5,7,2,1,7,10,7,9,1,2,7,21 to 35,Female,646.2
6398,Bank Teller,4,6,4,10,3,3,1,2,1,7,7,4,1,5,3,21 to 35,Female,615
11872,Loan Processor,3,6,3,9,3,3,1,2,1,7,7,4,1,8,4,21 to 35,Female,621.8
13320,Bank Teller,1,7,2,2,2,0,1,1,5,2,6,0,1,8,0,21 to 35,Female,601.9
10110,Investment Banker,2,2,3,10,10,7,1,1,9,10,8,0,2,10,4,36 to 50,Male,736.5
7763,Risk Analyst,4,4,1,3,5,3,0,2,0,7,8,0,2,4,2,21 to 35,Female,620.3
8117,Risk Analyst,5,2,0,4,8,1,5,1,10,9,7,5,2,10,0,36 to 50,Male,647.7
243,Credit Analyst,5,2,8,5,10,1,5,2,3,10,5,10,1,10,2,36 to 50,Female,623.7
86,Loan Processor,5,6,3,4,7,0,0,1,4,5,10,0,1,0,3,Less than 20,Male,633.9
10413,Investment Banker,0,8,7,2,6,8,1,1,10,2,8,9,2,9,1,36 to 50,Male,682.2
729,Customer Service,1,3,4,6,4,2,1,1,8,4,9,0,2,4,1,51 or more,Female,677.7
11933,Credit Analyst,3,9,10,8,2,3,4,2,7,6,9,5,2,5,4,36 to 50,Male,688.3
12054,Loan Processor,1,4,6,10,6,2,5,2,4,2,6,10,2,10,4,36 to 50,Male,654.6
1360,Bank Teller,1,4,10,5,8,3,1,1,6,7,7,0,2,5,10,21 to 35,Female,698.3
7313,Business Analyst,4,10,10,0,8,1,0,1,4,10,8,0,2,2,3,21 to 35,Female,678.7
14939,Finance Analyst,0,10,5,10,10,5,5,2,9,10,8,0,2,0,1,21 to 35,Female,711
3317,Mortgage Consultant,3,3,4,8,8,8,4,1,9,5,7,6,2,6,7,21 to 35,Female,694.5
9702,Loan Processor,2,6,10,6,10,6,5,1,5,5,7,0,2,5,1,36 to 50,Female,694.5
6945,Credit Analyst,2,6,10,6,10,6,5,1,5,5,7,0,2,5,1,36 to 50,Female,694.5
9501,Business Analyst,4,3,6,5,8,8,1,2,8,1,6,5,1,4,4,21 to 35,Male,644.2
9845,Bank Teller,3,4,10,4,10,3,4,1,6,5,7,5,2,3,4,51 or more,Female,680.9
8212,Loan Processor,3,10,10,10,5,5,5,1,7,6,8,0,2,10,10,21 to 35,Female,727.2
2334,Loan Processor,5,1,3,10,10,2,1,1,6,10,4,10,2,3,0,36 to 50,Male,621.8
3586,Human Resources,1,3,8,10,8,1,5,2,4,1,6,0,2,7,7,36 to 50,Female,669.7
6746,Bank Teller,3,2,4,4,8,3,4,2,1,4,8,5,1,2,2,36 to 50,Female,602.7
11998,Human Resources,1,10,1,5,10,1,5,2,2,10,6,8,2,7,5,21 to 35,Female,673.2
4410,Risk Analyst,3,1,4,2,3,3,0,2,2,5,7,0,2,1,4,Less than 20,Male,604.4
3017,Bank Teller,2,2,3,3,4,1,0,1,1,8,9,0,1,3,3,21 to 35,Female,620.7
11992,Human Resources,1,2,2,4,3,4,2,1,6,8,7,0,2,8,8,Less than 20,Male,695.1
4554,Investment Banker,1,4,2,0,6,3,0,2,6,9,8,0,2,3,0,21 to 35,Female,654.7
11117,Loan Processor,3,9,4,5,3,6,2,2,7,3,9,0,2,10,3,36 to 50,Female,679.2
10629,Loan Processor,3,2,4,3,10,3,0,1,6,6,8,0,1,4,3,36 to 50,Female,643.9
2958,Bank Teller,2,6,5,4,5,7,4,2,6,5,5,2,2,10,6,21 to 35,Female,689
9146,Bank Teller,2,4,5,10,6,4,5,2,5,10,9,0,2,2,1,21 to 35,Male,672.1
7060,Business Analyst,5,4,7,6,3,1,1,1,6,3,7,10,2,6,1,21 to 35,Female,643.1
8682,Human Resources,3,4,10,8,10,6,3,2,5,10,6,0,2,3,4,36 to 50,Female,691.9
1156,Mortgage Consultant,0,7,5,3,3,3,0,2,3,5,7,0,2,3,2,51 or more,Male,646.9
3144,Loan Processor,4,10,10,7,10,2,5,2,8,2,6,10,2,4,6,51 or more,Female,669.9
1844,Customer Service,1,8,10,10,8,8,3,2,8,10,7,7,2,6,9,21 to 35,Female,727.8
11044,Loan Processor,2,0,3,6,6,2,1,1,4,7,6,3,2,4,1,36 to 50,Female,645.4
502,Risk Analyst,4,9,4,4,4,2,0,2,0,4,7,0,2,6,2,21 to 35,Male,607.6
14399,Mortgage Consultant,1,8,3,10,3,1,5,1,3,6,7,0,2,10,2,51 or more,Female,701.5
15557,Business Analyst,4,5,10,10,10,3,5,1,8,4,6,0,2,10,5,36 to 50,Female,699.2
2431,Bank Teller,4,9,6,10,10,0,5,1,10,8,5,3,2,5,1,51 or more,Female,686.2
15336,Loan Processor,4,10,3,10,10,1,5,2,6,6,7,0,2,10,2,36 to 50,Female,679.4
10259,Finance Analyst,4,10,4,4,5,5,5,2,5,9,7,0,2,5,1,51 or more,Female,664.7
11378,Credit Analyst,2,2,4,2,10,5,1,1,5,5,6,0,2,10,2,51 or more,Female,668.8
8192,Risk Analyst,3,10,4,1,3,0,1,2,7,6,8,0,2,3,1,36 to 50,Female,632
9314,Business Analyst,3,5,5,5,2,5,1,1,3,8,6,6,2,7,4,21 to 35,Male,647.3
2023,Risk Analyst,2,2,10,10,5,0,5,2,2,5,6,0,1,5,3,36 to 50,Female,651.8
1637,Business Analyst,2,2,7,9,10,8,5,2,9,5,7,0,2,5,5,21 to 35,Male,720
2573,Risk Analyst,0,2,4,10,3,10,0,1,8,6,7,0,2,10,1,36 to 50,Male,698.1
12619,Mortgage Consultant,4,2,1,10,1,2,3,1,2,8,8,10,1,3,1,21 to 35,Female,610.3
1971,Human Resources,3,5,10,5,5,6,2,1,5,3,7,0,1,10,2,51 or more,Female,661.8
7789,Mortgage Consultant,3,3,3,10,10,5,2,2,7,4,8,2,2,6,6,21 to 35,Female,665.6
690,Credit Analyst,2,9,7,10,7,3,5,2,7,8,7,0,2,6,7,51 or more,Female,712.1
15852,Credit Analyst,3,10,10,10,10,1,4,1,2,8,6,0,2,5,3,21 to 35,Female,708.5
9621,Human Resources,4,4,2,2,6,2,2,1,2,2,5,10,1,10,1,36 to 50,Male,593.2
4128,Mortgage Consultant,3,1,2,1,8,2,2,2,3,2,6,2,2,1,1,36 to 50,Male,612.1
11892,Finance Analyst,5,1,4,3,8,3,5,2,8,3,7,2,2,5,1,51 or more,Male,648.2
8049,Loan Processor,4,3,4,5,10,5,5,2,5,5,7,5,1,5,4,36 to 50,Male,646.9
8235,Customer Service,1,4,4,8,5,2,5,1,3,3,5,1,1,0,2,36 to 50,Male,651.2
9266,Loan Processor,5,5,5,4,10,2,3,1,4,9,6,0,1,5,1,21 to 35,Female,637.3
8291,Loan Processor,0,10,4,10,10,3,5,1,10,8,9,1,2,7,8,21 to 35,Female,753.3
13429,Credit Analyst,3,10,8,10,5,5,2,1,8,10,7,0,1,1,2,36 to 50,Female,685.3
7950,Risk Analyst,0,10,10,10,8,6,5,1,3,4,8,1,2,5,8,36 to 50,Male,764.2
14448,Credit Analyst,2,8,8,5,5,5,5,1,7,8,6,3,2,3,4,36 to 50,Male,708.5
15885,Bank Teller,3,10,7,2,6,2,3,1,7,9,7,5,2,5,0,21 to 35,Female,680
5229,Human Resources,3,7,3,3,4,6,4,1,7,10,6,3,2,4,3,21 to 35,Male,683.4
10335,Risk Analyst,1,10,2,2,7,1,2,1,7,8,7,0,1,3,2,51 or more,Male,669.6
15196,Risk Analyst,5,2,4,5,4,1,2,2,4,6,6,0,2,1,0,51 or more,Female,597.6
9894,Investment Banker,1,2,5,3,2,2,5,1,8,6,8,0,2,7,6,51 or more,Male,711.9
12901,Loan Processor,4,3,2,1,3,2,1,1,0,6,7,0,2,2,0,51 or more,Female,633.5
72,Risk Analyst,4,3,8,3,3,4,0,1,7,10,5,0,2,7,3,Less than 20,Male,659.4
6931,Business Analyst,1,2,4,4,7,4,2,2,5,3,7,9,2,7,3,36 to 50,Female,644.8
12405,Mortgage Consultant,1,0,4,3,4,3,0,2,6,2,7,0,2,4,4,36 to 50,Female,610.6
8212,Bank Teller,4,7,5,3,10,2,1,2,0,8,6,0,2,4,6,21 to 35,Male,637.1
15770,Human Resources,3,1,3,7,8,4,1,2,4,8,7,10,1,7,1,36 to 50,Male,613.5
1073,Customer Service,3,8,8,4,10,6,3,2,9,8,7,0,2,10,4,36 to 50,Female,698.5
3775,Mortgage Consultant,3,10,3,1,4,2,0,1,6,10,7,5,2,3,2,36 to 50,Male,649.6
5797,Credit Analyst,3,8,8,10,5,10,5,1,4,5,7,0,2,7,10,21 to 35,Female,731.9
11552,Investment Banker,3,10,1,10,3,3,5,2,0,3,10,0,2,3,0,36 to 50,Female,638.6
514,Customer Service,2,6,7,3,5,2,3,1,6,10,8,3,2,3,1,21 to 35,Male,661.7
11360,Finance Analyst,5,7,5,8,8,8,2,2,7,9,5,2,2,4,7,21 to 35,Female,686.4
9048,Loan Processor,4,9,10,10,8,6,5,1,7,9,8,5,2,10,8,36 to 50,Male,741.4
13001,Loan Processor,1,6,10,10,10,1,5,1,8,2,8,0,2,4,8,36 to 50,Female,734.9
14300,Bank Teller,3,10,10,10,10,5,5,1,7,8,7,5,2,10,5,36 to 50,Female,722.3
15645,Mortgage Consultant,4,3,6,2,3,3,4,2,0,3,6,4,2,7,0,36 to 50,Female,617.4
1970,Mortgage Consultant,5,0,1,1,5,1,1,2,2,5,5,10,2,1,2,36 to 50,Male,575.1
14054,Loan Processor,5,8,2,1,10,9,0,1,5,9,6,0,2,7,0,36 to 50,Male,679.8
9765,Business Analyst,3,5,6,1,10,4,5,2,1,3,7,1,2,3,5,51 or more,Male,649.9
9327,Credit Analyst,5,10,4,1,2,1,0,2,0,8,8,0,1,1,1,36 to 50,Male,603.5
15031,Loan Processor,2,10,4,2,2,0,5,1,5,3,8,0,2,4,0,51 or more,Male,660.3
12703,Loan Processor,2,2,5,3,10,4,4,1,4,10,8,3,1,6,2,21 to 35,Male,675.3
4960,Mortgage Consultant,4,5,2,8,8,5,2,2,6,4,8,8,2,2,1,21 to 35,Male,624.8
5098,Bank Teller,3,3,10,4,9,2,4,2,5,5,7,4,2,7,2,Less than 20,Female,663.9
15928,Bank Teller,4,10,3,8,10,1,0,1,3,4,7,0,2,4,1,36 to 50,Female,646.7
1987,Loan Processor,2,10,4,10,8,8,3,1,8,8,7,0,2,10,8,51 or more,Female,763.1
8322,Customer Service,2,5,5,10,10,10,2,2,8,9,7,10,2,10,2,36 to 50,Male,690.2
3022,Finance Analyst,2,3,4,10,6,3,1,1,8,5,8,10,2,3,6,36 to 50,Female,677.7
8983,Bank Teller,3,5,8,4,8,3,1,1,8,7,8,4,2,5,6,21 to 35,Male,684.9
10415,Risk Analyst,1,6,8,10,10,9,5,1,10,6,8,0,2,9,8,36 to 50,Male,773.1
6475,Finance Analyst,2,6,10,4,7,3,5,1,8,6,7,0,2,8,6,36 to 50,Female,711.7
4619,Investment Banker,1,2,3,3,3,3,1,2,5,7,7,4,2,4,1,36 to 50,Male,625.2
1297,Risk Analyst,1,6,5,8,4,4,4,1,7,7,7,0,2,2,4,21 to 35,Male,705.1
1866,Business Analyst,4,6,6,6,8,3,5,1,7,9,8,8,1,5,3,36 to 50,Female,659.8
15590,Investment Banker,1,3,7,3,5,2,1,1,2,2,5,0,2,5,2,21 to 35,Male,634
6070,Human Resources,4,0,3,1,4,2,0,1,4,2,8,0,1,0,4,21 to 35,Male,595.5
5174,Human Resources,3,2,4,10,2,2,0,2,8,10,8,3,1,6,1,51 or more,Female,624.3
8110,Bank Teller,2,2,10,10,9,2,5,1,1,1,6,10,1,2,0,36 to 50,Female,622.1
10693,Risk Analyst,2,4,7,4,10,3,4,1,6,7,7,0,2,7,2,21 to 35,Female,689.8
3751,Loan Processor,3,8,4,4,10,4,1,2,7,10,6,4,2,10,6,21 to 35,Female,678.3
15724,Bank Teller,4,4,4,3,2,2,2,2,5,10,7,5,2,4,8,36 to 50,Female,642.8
9011,Loan Processor,3,10,7,10,10,4,5,1,5,7,6,10,2,10,2,21 to 35,Female,708.3
1472,Bank Teller,1,8,10,6,10,5,5,1,8,7,7,0,2,3,5,21 to 35,Female,727.2
14787,Credit Analyst,1,5,7,10,8,4,5,2,6,6,9,10,2,5,6,51 or more,Female,707
7111,Risk Analyst,4,1,4,1,7,2,1,2,4,2,8,10,1,7,1,36 to 50,Female,576.8
15356,Customer Service,0,8,9,10,10,8,4,1,7,6,7,2,2,10,3,51 or more,Male,752.5
6731,Loan Processor,1,5,5,10,10,4,5,1,8,3,7,5,1,10,5,51 or more,Male,697.5
7315,Finance Analyst,2,6,9,10,7,8,5,1,8,8,7,2,2,10,6,36 to 50,Male,734.2
4844,Credit Analyst,4,9,10,10,5,10,5,1,2,2,6,5,2,8,10,51 or more,Female,715.8
3188,Credit Analyst,0,0,2,10,5,0,0,1,6,10,9,10,1,1,1,Less than 20,Male,641.5
6885,Human Resources,4,5,6,5,8,5,3,2,5,4,7,4,2,5,5,21 to 35,Female,655.2
13349,Human Resources,2,9,6,10,10,5,3,2,2,10,6,0,2,3,2,51 or more,Male,690.2
7502,Loan Processor,5,5,2,4,2,1,0,1,2,2,8,8,1,0,6,21 to 35,Male,595.5
7008,Mortgage Consultant,2,10,5,8,10,10,5,2,8,10,5,2,2,10,6,36 to 50,Male,725.7
10339,Investment Banker,2,2,7,8,1,0,2,2,5,1,8,5,2,0,1,36 to 50,Male,608.9
13946,Finance Analyst,4,3,6,6,1,0,1,2,5,1,8,5,2,5,0,36 to 50,Male,602.1
5889,Bank Teller,4,0,1,2,4,2,0,1,1,2,7,10,2,0,6,Less than 20,Male,603.8
13103,Customer Service,3,10,10,10,10,5,5,2,5,8,6,10,2,10,3,36 to 50,Female,713.6
9157,Loan Processor,4,2,6,3,4,3,2,1,5,7,6,5,2,4,3,21 to 35,Male,638.6
7646,Investment Banker,2,5,3,10,10,10,5,1,8,3,8,0,1,2,10,21 to 35,Female,714.7
9792,Risk Analyst,3,2,1,2,8,2,0,2,9,7,7,3,2,5,1,51 or more,Female,633.7
8848,Loan Processor,3,10,10,4,10,4,2,2,7,8,7,5,2,6,4,21 to 35,Male,693.4
9314,Human Resources,1,10,7,3,10,6,2,1,7,10,8,0,2,10,2,21 to 35,Female,728
9832,Credit Analyst,1,8,3,8,10,9,4,1,7,7,7,10,2,8,9,36 to 50,Male,735.7
7769,Investment Banker,3,2,1,10,6,1,1,1,5,5,6,2,2,4,0,36 to 50,Female,634.8
14221,Human Resources,3,6,5,10,10,6,5,1,5,8,7,2,2,3,6,36 to 50,Male,725.7
5734,Mortgage Consultant,5,3,5,10,4,8,5,2,0,2,6,8,1,10,1,21 to 35,Female,613.8
10348,Loan Processor,2,3,4,8,10,8,3,2,9,8,6,3,2,6,1,36 to 50,Female,674.5
15255,Investment Banker,3,10,10,10,10,10,5,2,8,7,6,10,2,10,1,36 to 50,Female,720.2
4624,Mortgage Consultant,4,6,5,7,10,3,1,1,4,5,7,0,2,3,2,51 or more,Female,670.7
12800,Credit Analyst,5,10,10,6,2,6,5,2,10,6,7,0,1,8,10,21 to 35,Male,708.3
12256,Mortgage Consultant,2,7,4,7,5,1,1,1,4,6,7,0,2,4,4,36 to 50,Male,665.8
13230,Credit Analyst,3,10,4,2,5,3,3,1,8,5,7,5,2,7,4,36 to 50,Male,670.7
